34025	 dwtaš 	aw	三人称単数人称代名詞（彼、彼女）	ta	・・・個pos_num:sp_	dw	2
38005	 čyzearw 	ra	・・・を	čyz	もの		
34010	 čyzm 	em	・・もまた	čyz	もの		
44085	 čyza 	ea	名詞複数形語尾	čyz	もの		
67015	 čyzea 	ea	名詞複数形語尾	čyz	もの		
64008	 čyzeay	ea	名詞複数形語尾	čyz	もの		
53023	 wlš 	aw	三人称単数人称代名詞（彼、彼女）	wl	ゆるんだ		
53024	 wlš 	aw	三人称単数人称代名詞（彼、彼女）	wl	ゆるんだ		
59037	 wlš 	aw	三人称単数人称代名詞（彼、彼女）	wl	ゆるんだ		
35008	 frngm 	em	・・もまた	frng	ヨーロッパ		
50041	 štra 	ea	名詞複数形語尾	štr	らくだ		
32064	 ŕaţrw 	w	そして	ŕaţr	らば		
50006	 syb 	ra	・・・を	syb	りんご		
54013	 xrw 	ra	・・・を	xr	ろば		
54016	 xrtw 	tw	お前	xr	ろば		
54010	 xramwn 	ma	私たち	xr	ろば		
50053	 waysad 	aystadn	立つ	wa	bazと同義		
53034	 wrdar 	daštn	持つ	wr	br7		
53046	 āyflan 	flan	これこれの	āy	bya		
66027	 kye 	bwdn	・・・である	ky	ke（だれ）の口語形		
66028	 kye 	bwdn	・・・である	ky	ke（だれ）の口語形		
66030	 kye 	bwdn	・・・である	ky	ke（だれ）の口語形		
59070	 kye 	bwdn	・・・である	ky	ke（だれ）の口語形		
44012	 byčare am 	bwdn	・・・である	byčare	哀れな		
44021	 byčare am 	bwdn	・・・である	byčare	哀れな		
43018	 stmgrš 	aw	三人称単数人称代名詞（彼、彼女）	stmgry	圧制		
35008	 xwastt 	tw	お前	xwast	意志		
53003	 m'nay 	m'na		m'ny	意味		
33006	 wşytw 	ra	・・・を	wşyt	遺言		
40026	 pzška 	ea	名詞複数形語尾	pzšk	医者		
35009	 ykyš 	aw	あれ、それ	yky	一つ		
35009	 ykyš 	aw	あれ、それ	yky	一つ		
41003	 yKyšwn 	ānea	彼ら	yky	一つ		
56008	 yky šwn 	ānea	彼ら	yky	一つ		
41049	 rastš 	aw	三人称単数人称代名詞（彼、彼女）	rast	右の		
31010	 bxtm 	 存在_	bwdn	bxt	運		
32038	 bxtym 	ma		bxt	運		
59078	 nŕlšwn 	ānea	彼ら	nŕl	運搬		
45010	 srnwštm 	bwdn	・・・である	srnwšt	運命		
63043	 srnwštš 	aw	三人称単数人称代名詞（彼、彼女）	srnwšt	運命		
36045	 pelwane 	bwdn	・・・である	pelwan	英雄		
36008	 pelwane 	bwdn	・・・である	pelwan	英雄		
36031	 pelwanye 	bwdn	・・・である	pelwan	英雄		
36024	 pelwanm 	em	・・もまた	pelwan	英雄		
57023	 dwre 	bwdn	・・・である	dwr	遠い		
59007	 dwrš 	aw	三人称単数人称代名詞（彼、彼女）	dwr	遠い		
67028	 dwrš 	aw	三人称単数人称代名詞（彼、彼女）	dwr	遠い		
59008	 nmkmwn 	ma	私たち	nmk	塩		
59027	 ktkš 	aw	三人称単数人称代名詞（彼、彼女）	ktk	殴打		
59055	 ktkš 	aw	三人称単数人称代名詞（彼、彼女）	ktk	殴打		
59068	 ktkš 	aw	三人称単数人称代名詞（彼、彼女）	ktk	殴打		
59071	 ktkš 	aw	三人称単数人称代名詞（彼、彼女）	ktk	殴打		
59083	 ktkš 	aw	三人称単数人称代名詞（彼、彼女）	ktk	殴打		
59043	 ktkm 	mn	私	ktk	殴打		
59043	 ktkm 	mn	私	ktk	殴打		
46049	 padšaym 	bwdn	・・・である	padšae	王		
31014	 šaem 	 存在_	bwdn	šae	王		
31008	 šaee 	bwdn		šae	王		
36009	 şdaš 	aw	三人称単数人称代名詞（彼、彼女）	şda	音		
36026	 şdaš 	aw	三人称単数人称代名詞（彼、彼女）	şda	音		
53027	 şdaš 	aw	三人称単数人称代名詞（彼、彼女）	şda	音		
39015	 payynš 	aw	あれ、それ	payyn	下に		
31053	 xwnš 	 他称-単数-男-_	aw	xane	家		
31028	 xwnt 	 対称-単数-_	tw1	xane	家		
32065	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
43022	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
44044	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
44044	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
48026	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
56013	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
63044	 xwnš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
56020	 xwne aš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家		
40018	 xwnšwn 	ānea	彼ら	xane	家		
50004	 xwnšwn 	ānea	彼ら	xane	家		
50004	 xwnšwn 	ānea	彼ら	xane	家		
55002	 xwnšwn 	ānea	彼ら	xane	家		
56013	 xwnšwn 	ānea	彼ら	xane	家		
58004	 xwnšwn 	ānea	彼ら	xane	家		
37023	 xwne ea šwn 	ānea	彼ら	xane	家		
32050	 xwnmwn 	ma		xane	家		
63011	 darš 	aw	三人称単数人称代名詞（彼、彼女）	dar	家		
57005	 mnzlšw 	aw	三人称単数人称代名詞（彼、彼女）	mnzl	家		
49009	 xwnwadm 	mn	私	xanwade	家族		
53064	 mywš 	aw	三人称単数人称代名詞（彼、彼女）	mywe	果物		
53068	 mywš 	aw	三人称単数人称代名詞（彼、彼女）	mywe	果物		
34060	 glm 	em	・・もまた	gl	花		
53073	 baratwn 	šma	あなた	bar	荷		
54013	 baršw 	aw	三人称単数人称代名詞（彼、彼女）	bar	荷		
50044	 barašwne 	ānea	彼ら	bar	荷		
45014	 mygrdwnnš 	aw	三人称単数人称代名詞（彼、彼女）	grdandn	回す		
44074	 bazm 	em	・・もまた	baz	開いた		
42012	 byrwnš 	aw	三人称単数人称代名詞（彼、彼女）	byrwn	外で		
62012	 byrwnš 	aw	三人称単数人称代名詞（彼、彼女）	byrwn	外で		
62024	 byrwnš 	aw	三人称単数人称代名詞（彼、彼女）	byrwn	外で		
62029	 byrwnš 	aw	三人称単数人称代名詞（彼、彼女）	byrwn	外で		
43027	 mšxş 	bwdn	・・・である	mšxş	確定された		
41023	 xšKše 	aw	三人称単数人称代名詞（彼、彼女）	xšk	乾いた		
38022	 drst 	drst		属性(物)_物性	完全		
50011	 ħwasš 	aw	三人称単数人称代名詞（彼、彼女）	ħwas	感覚		
53025	 ħwasš 	aw	三人称単数人称代名詞（彼、彼女）	ħwas	感覚		
53005	 ħwasšwn 	ānea	彼ら	ħwas	感覚		
59010	 sadem 	em	・・もまた	sade	簡単な		
40021	 'laŕmnd 	'laŕmnd		'laŕe mnd	関心がある		
44054	 'laŕmnd 	'laŕmnd		'laŕe mnd	関心がある		
35002	 xwaewnš 	aw	三人称単数人称代名詞（彼、彼女）	xwaeš	願い		
32037	 amydwarm 	bwdn		amydwar	希望（期待）する		
49034	 yadt 	tw	お前	yad	記憶		
49037	 yadt 	tw	お前	yad	記憶		
59012	 yadt 	tw	お前	yad	記憶		
59040	 yadš 	aw	三人称単数人称代名詞（彼、彼女）	yad	記憶		
59050	 yadš 	aw	三人称単数人称代名詞（彼、彼女）	yad	記憶		
58012	 yadš 	aw	三人称単数人称代名詞（彼、彼女）	yad	記憶		
58021	 yadš 	aw	三人称単数人称代名詞（彼、彼女）	yad	記憶		
58028	 yadš 	aw	三人称単数人称代名詞（彼、彼女）	yad	記憶		
58036	 yadš 	aw	三人称単数人称代名詞（彼、彼女）	yad	記憶		
34052	 yadm 	mn	私	yad	記憶		
57036	 yadm 	mn	私	yad	記憶		
59074	 yadm 	mn	私	yad	記憶		
33008	 mwẓfnd 	bwdn	・・・である	mwẓf	義務がある		
52006	 memwnaš 	aw	三人称単数人称代名詞（彼、彼女）	meman	客		
41005	 kmanm 	em	・・もまた	Kman	弓		
35002	 xwasgarš 	aw	三人称単数人称代名詞（彼、彼女）	xwastgar	求婚者		
38011	 gwlš 	aw	あれ、それ	glwle	球形のもの		
65005	 gawea 	ea	名詞複数形語尾	gaw	牛		
65006	 gawea 	ea	名詞複数形語尾	gaw	牛		
53031	 dadm 	mn	私	dad	叫び		
53051	 dadm 	mn	私	dad	叫び		
36029	 trsš 	aw	三人称単数人称代名詞（彼、彼女）	trs	恐れ		
58056	 dwlašw 	šdn	・・・になる	dwla	曲がった		
56013	 yxe am 	mn	私	yŕe	襟		
47021	 yxe 	yxe		yŕe	襟		
56012	 yxe 	yxe		yŕe	襟		
56013	 yxe 	yxe		yŕe	襟		
44064	 ţlast 	bwdn	・・・である	ţla	金		
49029	 ţlaš 	aw	三人称単数人称代名詞（彼、彼女）	ţla	金		
44062	 ţl ea 	ea	名詞複数形語尾	ţla	金		
44041	 ţla ea 	ea	名詞複数形語尾	ţla	金		
44063	 ţla ea 	ea	名詞複数形語尾	ţla	金		
44064	 ţla ea 	ea	名詞複数形語尾	ţla	金		
53061	 pwle 	bwdn	・・・である	pwl	金銭		
53061	 pwle 	bwdn	・・・である	pwl	金銭		
53064	 pwle 	bwdn	・・・である	pwl	金銭		
53068	 pwle 	bwdn	・・・である	pwl	金銭		
53079	 pwlarw 	ra	・・・を	pwl	金銭		
61007	 pwlt 	tw	お前	pwl	金銭		
37017	 pwlš 	aw	三人称単数人称代名詞（彼、彼女）	pwl	金銭		
55005	 pwlš 	aw	三人称単数人称代名詞（彼、彼女）	pwl	金銭		
62027	 pwlš 	aw	三人称単数人称代名詞（彼、彼女）	pwl	金銭		
53082	 pwlašw 	ānea	彼ら	pwl	金銭		
47004	 xaly 	xaly	空の				
47014	 xaly 	xaly	空の				
47023	 xaly 	xaly	空の				
50044	 xaly 	xaly	空の				
50044	 xaly 	xaly	空の				
71016	 gšnme 	bwdn	・・・である	grsne	空腹の		
71014	 gšnt 	tw	お前	grsne	空腹の		
71002	 gšnš 	aw	三人称単数人称代名詞（彼、彼女）	grsne	空腹の		
71003	 gšnme 	aw	三人称単数人称代名詞（彼、彼女）	grsne	空腹の		
53082	 gšne 	gšne		grsne	空腹の		
56003	 gšne 	gšne		grsne	空腹の		
71014	 gšne 	gšne		grsne	空腹の		
49014	 kfša 	ea	名詞複数形語尾	kfš	靴		
50033	 tkrarym 	em	・・もまた	tkrary	繰返しの		
63038	 mjazatš 	aw	三人称単数人称代名詞（彼、彼女）	mjazat	刑罰		
43009	 bradrš 	aw	三人称単数人称代名詞（彼、彼女）	bradr	兄弟		
43037	 bradrš 	aw	三人称単数人称代名詞（彼、彼女）	bradr	兄弟		
43039	 bradrš 	aw	三人称単数人称代名詞（彼、彼女）	bradr	兄弟		
43036	 bradr ea 	ea	名詞複数形語尾	bradr	兄弟		
43030	 bradra 	ea	名詞複数形語尾	bradr	兄弟		
43004	 bradr zade eayš 	aw	三人称単数人称代名詞（彼、彼女）	bradrzade	兄弟の息子または娘		
43019	 bradrzadeaš 	aw	三人称単数人称代名詞（彼、彼女）	bradrzade	兄弟の息子または娘		
31052	 čalš 	aw	三人称単数人称代名詞（彼、彼女）	čal	穴		
31030	 čalš 	aw	三人称単数人称代名詞（彼、彼女）	čal	穴		
33018	 xwnjgr 	jgr	肝臓	xwn	血		
63035	 sgaea 	ea	名詞複数形語尾	sg	犬		
63037	 sgay 	ea	名詞複数形語尾	sg	犬		
41019	 dwšš 	aw	三人称単数人称代名詞（彼、彼女）	dwš	肩		
34029	 dydnw 	w	そして	dydn	見る		
34029	 dydnw 	w	そして	dydn	見る		
41021	 dydnw 	w	そして	dydn	見る		
46044	 bbynm 	mn	私	dydn	見る		
59024	 ngašwn 	ānea	彼ら	ngae	見ること		
59040	 ngaešwn 	ānea	彼ら	ngae	見ること		
54014	 ħalyke 	ke	・・・であるということ	ħaly	現在		
47030	 ħalyš 	aw	三人称単数人称代名詞（彼、彼女）	ħaly	現在		
47030	 ħalyš 	aw	三人称単数人称代名詞（彼、彼女）	ħaly	現在		
47031	 ħalyš 	aw	三人称単数人称代名詞（彼、彼女）	ħaly	現在		
47032	 ħalyš 	aw	三人称単数人称代名詞（彼、彼女）	ħaly	現在		
47047	 ħalyš 	aw	三人称単数人称代名詞（彼、彼女）	ħaly	現在		
57050	 ħalymwn 	ma	私たち	ħaly	現在		
45023	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
52008	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
37031	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
37036	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
52007	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
58004	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
58008	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
58022	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
61006	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
64012	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
64013	 gftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
37052	 mygftš 	aw	三人称単数人称代名詞（彼、彼女）	gftn	言う		
31050	 ħrfš 	aw	三人称単数人称代名詞（彼、彼女）	ħrf	言葉		
58050	 ħrf ea 	ea	名詞複数形語尾	ħrf	言葉		
58050	 ħrf ea 	ea	名詞複数形語尾	ħrf	言葉		
59018	 ħrfay 	ea	名詞複数形語尾	ħrf	言葉		
40029	 afradš 	aw	三人称単数人称代名詞（彼、彼女）	frd	個人		
32007	 drš 	aw	三人称単数人称代名詞（彼、彼女）	dr	戸		
32008	 drš 	aw	三人称単数人称代名詞（彼、彼女）	dr	戸		
50016	 b'dš 	aw	三人称単数人称代名詞（彼、彼女）	b'd	後に		
50035	 b'dš 	aw	三人称単数人称代名詞（彼、彼女）	b'd	後に		
63033	 b'dš 	aw	三人称単数人称代名詞（彼、彼女）	b'd	後に		
63034	 b'dš 	aw	三人称単数人称代名詞（彼、彼女）	b'd	後に		
54013	 'ŕbm 	mn	私	'ŕb	後ろ		
53099	 dnbalt 	tw	お前	dnbal	後部		
32005	 dnbalt 	 対称-単数-_	tw1	dnbal	後部		
34039	 dnbalš 	aw	三人称単数人称代名詞（彼、彼女）	dnbal	後部		
47007	 dnbalš 	aw	三人称単数人称代名詞（彼、彼女）	dnbal	後部		
47008	 dnbalš 	aw	三人称単数人称代名詞（彼、彼女）	dnbal	後部		
47013	 dnbalš 	aw	三人称単数人称代名詞（彼、彼女）	dnbal	後部		
53090	 dnbalš 	aw	三人称単数人称代名詞（彼、彼女）	dnbal	後部		
54013	 dnbalm 	mn	私	dnbal	後部		
50041	 dnbalšwn 	ānea	彼ら	dnbal	後部		
31009	 gdaym 	bwdn		gda	乞食		
46031	 deanš 	aw	三人称単数人称代名詞（彼、彼女）	dean	口		
46031	 denš 	aw	三人称単数人称代名詞（彼、彼女）	dean	口		
47029	 denš 	aw	三人称単数人称代名詞（彼、彼女）	den	口		
55007	 fkrw 	ra	・・・を	fkr	考え		
63006	 fkra 	ea	名詞複数形語尾	fkr	考え		
33015	 fkraftadnd 	aftadn	落ちる	fkr	考え		
40004	 byabwnm 	em	・・もまた	byaban	荒野		
46061	 rftnw 	w	そして	rftn	行く		
32007	 blnde 	bwdn		blnd	高い		
44069	 mqrwr 	mqrwr	高慢な				
64010	 mqrwr 	mqrwr	高慢な				
36018	 kšwrt 	tw	お前	kšwr	国		
36011	 kšwrš 	aw	三人称単数人称代名詞（彼、彼女）	kšwr	国		
63005	 mmlktš 	aw	三人称単数人称代名詞（彼、彼女）	mmlkt	国		
53016	 qlat 	qlat	穀物				
53014	 qlate 	qlat	穀物				
57016	 kmrš 	aw	三人称単数人称代名詞（彼、彼女）	kmr	腰		
57039	 kmrš 	aw	三人称単数人称代名詞（彼、彼女）	kmr	腰		
33018	 sxte 	bwdn	・・・である	sxt	困難な		
33018	 mškle 	bwdn	・・・である	mškl	困難な		
35007	 mšklše 	aw	三人称単数人称代名詞（彼、彼女）	mškl	困難な		
32058	 namzdš 	aw	三人称単数人称代名詞（彼、彼女）	namzd	婚約した		
47040	 čpš 	aw	三人称単数人称代名詞（彼、彼女）	čp	左の		
49013	 myšyndw 	w	そして	nšstn	座る		
33007	 ţlbkarm 	bwdn	・・・である	ţlbkar	債権者		
56015	 bazm 	em	・・もまた	baz	再び		
62028	 bazm 	em	・・もまた	baz	再び		
53078	 bazm 	mn	私	baz	再び		
43006	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
45001	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
45003	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
47048	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
50003	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
52002	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
52005	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
54014	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
55005	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
58056	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
64012	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
64013	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
64013	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
67018	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
68001	 znš 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
54017	 znšw 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
54018	 znšw 	aw	三人称単数人称代名詞（彼、彼女）	zn	妻		
54002	 znšwn 	ānea	彼ら	zn	妻		
36019	 mykštt 	tw	お前	kštn	殺す		
36028	 mykšmt 	tw	お前	kštn	殺す		
50014	 mykšndw 	w	そして	kštn	殺す		
31049	 mykšmt 	 対称-単数-_	tw1	kštn	殺す		
31051	 mykšmtw 	 対称-単数-_	tw1	kštn	殺す		
53085	 bkšymš 	aw	三人称単数人称代名詞（彼、彼女）	kštn	殺す		
41025	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）		
32061	 lŕme aš 	lŕme	（食物の）ひと口	aw	三人称単数人称代名詞（彼、彼女）		
59007	 awnw 	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）		
64008	 frwxtš 	frwxtn	売る	aw	三人称単数人称代名詞（彼、彼女）		
70007	 kwea 	ea	名詞複数形語尾	kwe	山		
47050	 bzm 	em	・・もまた	bz	山羊		
45014	 mytrašnw 	aw	三人称単数人称代名詞（彼、彼女）	trašydn	酸っぱくなる		
37002	 drmwnde 	mande	残存				
59043	 mande ea 	mande	残存				
59051	 mande ea 	mande	残存				
59054	 mande ea 	mande	残存				
59045	 ea mande 	mande	残存				
33007	 bazmndgan 	bazmande	残存				
59043	 baŕy 	baŕy	残存				
59045	 baŕy 	baŕy	残存				
59051	 baŕy 	baŕy	残存				
59054	 baŕy 	baŕy	残存				
34052	 bŕy'e 	bŕye	残存				
50065	 bŕye 	bŕye	残存				
59044	 bŕye 	bŕye	残存				
61007	 karkrdm 	krdn	（あることを）する	kar	仕事		
61020	 karkrdm 	krdn	（あることを）する	kar	仕事		
62025	 karkrdm 	krdn	（あることを）する	kar	仕事		
61018	 karkrdn 	krdn	（あることを）する	kar	仕事		
60006	 karmykne 	krdn	（あることを）する	kar	仕事		
62030	 karmykne 	krdn	（あることを）する	kar	仕事		
58040	 karye 	bwdn	・・・である	kar	仕事		
45037	 karw 	ra	・・・を	kar	仕事		
49015	 karw 	ra	・・・を	kar	仕事		
49029	 karw 	ra	・・・を	kar	仕事		
38020	 karw 	ra	・・・を 	kar	仕事		
62013	 kart 	tw	お前	kar	仕事		
32049	 kara š 	 他称-単数-女-_	aw	kar	仕事		
