27055	anša°lle	alea°	おお神よ！				
28022	rw	ra	・・・を				
28048	r	ra	・・・を				
28072	ra	ra	・・・を				
28085	r	ra	・・・を				
28091	r	ra	・・・を				
28093	r	ra	・・・を				
28096	r	ra	・・・を				
27004	w	ra	・・・を				
27015	w	ra	・・・を				
27025	w	ra	・・・を				
27047	rw	ra	・・・を				
27050	rw	ra	・・・を				
28011	rw	ra	・・・を				
28011	r	ra	・・・を				
27009	w	ra	・・・を				
30012	ra	ra	・・・を				
29010	rw	ra	・・・を				
29026	ra	ra	・・・を				
29035	rw	ra	・・・を				
29037	rw	ra	・・・を				
29042	rw	ra	・・・を				
29046	w	ra	・・・を				
29055	rw	ra	・・・を				
29056	w	ra	・・・を				
30024	r	ra	・・・を				
30025	r	ra	・・・を				
30030	r	ra	・・・を				
29018	w	ra	・・・を				
29018	rw	ra	・・・を				
29021	w	ra	・・・を				
29024	ra	ra	・・・を				
29031	ra	ra	・・・を				
29054	rw	ra	・・・を				
30018	ra	ra	・・・を				
30028	rw	ra	・・・を				
30033	ra	ra	・・・を				
29033	r	ra	・・・を				
29058	rw	ra	・・・を				
30022	rw	ra	・・・を				
30016	r	ra	・・・を				
30016	w	ra	・・・を				
29005	mnw	ra	・・・を 	mn	私		
29005	mnw	ra	・・・を 	mn	私		
16040	sngarw	ra	・・・を	ea	名詞複数形語尾	sng	石
16051	kčlw	ra	・・・を	kčl	禿げた		
15031	awnw	ra	・・・を	ān	あれ		
12022	awnw	ra	・・・を	ān	あれ		
14011	aynw	ra	・・・を	ayn	この		
15037	aynw	ra	・・・を	ayn	この		
16044	aynw	ra	・・・を	ayn	この		
17028	aynw	ra	・・・を	ayn	この		
23016	aynw	ra	・・・を	ayn	この		
26007	aynw	ra	・・・を	ayn	この		
26016	aynw	ra	・・・を	ayn	この		
26017	aynw	ra	・・・を	ayn	この		
28032	aynw	ra	・・・を	ayn	この		
28039	aynw	ra	・・・を	ayn	この		
28040	aynw	ra	・・・を	ayn	この		
28067	ayne	ra	・・・を	ayn	この		
28067	ayne	ra	・・・を	ayn	この		
29025	ayne	ra	・・・を	ayn	この		
29033	ayne	ra	・・・を	ayn	この		
16008	asbw	ra	・・・を	asb	馬		
29067	āšw	ra	・・・を	āš	イラン風スープ		
29067	ātyšw	ra	・・・を	āš	イラン風スープ		
21010	āneara	ra	・・・を	ānea	彼ら		
21058	āneara	ra	・・・を	ānea	彼ら		
12012	ykyšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	yk	1
14012	zyršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	zyr	・・・の下に
19005	ŕwzšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	ŕwz	（背の）こぶ
20008	ŕwzšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	ŕwz	（背の）こぶ
24015	bradršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	bradr	兄弟
13027	bndylšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	bndyl	必需品
23009	pršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	pr	羽毛
23008	pršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	pr	羽毛
14006	xwdšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	xwd	自身
29023	xwdšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	xwd	自身
17014	dxtršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	dxtr	娘
22002	zndgyšw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	zndgy	生活
15046	sršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	sr	頭
23026	madršw	ra	・・・を	aw	三人称単数人称代名詞（彼、彼女）	madr	母
19006	ayšwnw	ra	・・・を	ayšan	敬語・三人称単数代名詞（あの方[かた]）		
23013	prw	ra	・・・を	pr	羽毛		
27007	pšm earw	ra	・・・を	pšm	羊毛		
18006	twrae	ra	・・・を	tw	お前		
17028	trw	ra	・・・を	tw	お前		
17028	trw	ra	・・・を	tw	お前		
26010	trw	ra	・・・を	tw	お前		
26011	trw	ra	・・・を	tw	お前		
12016	dxtrw	ra	・・・を	dxtr	娘		
17030	dxtrw	ra	・・・を	dxtr	娘		
17035	dxtrw	ra	・・・を	dxtr	娘		
17037	dxtrw	ra	・・・を	dxtr	娘		
17045	dxtrw	ra	・・・を	dxtr	娘		
13015	drxtar	ra	・・・を	drxt	木		
28022	rygarw	ra	・・・を	ryg	砂		
28022	zmynw	ra	・・・を	zmyn	地面		
29018	srw	ra	・・・を	sr	頭		
16036	sngw	ra	・・・を	sng	石		
16036	sngw	ra	・・・を	sng	石		
21022	šmara	ra	・・・を	šma	あなた		
21035	šmara	ra	・・・を	šma	あなた		
28051	py swztwnw	ra	・・・を	šma	あなた	pye-swz	油脂灯
28058	čraqtwnw	ra	・・・を	šma	あなた	pye-swz	油脂灯
27055	emtwnw	ra	・・・を	ţwr	方法	eman	まさにその
22010	ŕayŕw	ra	・・・を	ŕayŕ	ボート		
22097	karw	ra	・・・を	kar	仕事		
22095	karw	ra	・・・を	kar	仕事		
22087	mašynw	ra	・・・を	mašyn	機械		
23020	mrdw	ra	・・・を	mrd	男		
17016	mnw	ra	・・・を	mn	私		
17024	mnw	ra	・・・を	mn	私		
16021	mnw	ra	・・・を	mn	私		
16023	mne	ra	・・・を	mn	私		
20023	mnw	ra	・・・を	mn	私		
18008	mra	ra	・・・を	mn	私		
18022	mra	ra	・・・を	mn	私		
21021	mnw	ra	・・・を	mn	私		
21028	mra	ra	・・・を	mn	私		
21034	mra	ra	・・・を	mn	私		
22019	mnw	ra	・・・を	mn	私		
22024	mnw	ra	・・・を	mn	私		
24019	mnw	ra	・・・を	mn	私		
24019	mnw	ra	・・・を	mn	私		
25029	mnw	ra	・・・を	mn	私		
25022	mnw	ra	・・・を	mn	私		
25025	mnw	ra	・・・を	mn	私		
25031	mnw	ra	・・・を	mn	私		
25038	mnw	ra	・・・を	mn	私		
25044	mnw	ra	・・・を	mn	私		
18007	bxtmw	ra	・・・を	mn	私	bxt	運
16043	tnmw	ra	・・・を	mn	私	tn	体
26014	mnw	ra	・・・を	mn	私		
28058	mnw	ra	・・・を	mn	私		
29048	wzyrw	ra	・・・を	wzyr	大臣		
29060	wzyrw	ra	・・・を	wzyr	大臣		
17028	zwd	zwd	早く				
20002	zwd	zwd	早く				
20002	zwd	zwd	早く				
20003	zwd	zwd	早く				
20026	zwd	zwd	早く				
13063	šayd	šayd	恐らく				
18029	šayd	šayd	恐らく				
20004	ẓaera	ẓaera	明らかに				
25043	'lyk	'lyk	君の上に				
11014	frw	frw	下へ				
13065	fŕţ	fŕţ	単に				
14002	fŕţ	fŕţ	単に				
13011	fŕţ	fŕţ	単に				
22148	fŕţ	fŕţ	単に				
22154	fŕţ	fŕţ	単に				
23028	fŕţ	fŕţ	単に				
22020	fŕţ	fŕţ	単に				
22123	fŕţ	fŕţ	単に				
22029	fŕţ	fŕţ	単に				
21067	fŕţ	fŕţ	単に				
27023	fŕţ	fŕţ	単に				
22147	ŕbla	ŕbla	以前に				
15003	kja	kja	どこに				
16014	kja	kja	どこに				
18006	kja	kja	どこに				
28071	kja	kja	どこに				
27043	kja	kja	どこに				
28071	kja	kja	どこに				
28067	kja	kja	どこに				
22010	kmy	kmy	少し				
22020	kmy	kmy	少し				
22069	kmy	kmy	少し				
22087	kmy	kmy	少し				
11011	ke	ke	・・・であるということ				
11012	ke	ke	・・・であるということ				
12002	ke	ke	・・・であるということ				
12004	ke	ke	・・・であるということ				
12005	ke	ke	・・・であるということ				
12008	ke	ke	・・・であるということ				
12008	ke	ke	・・・であるということ				
12009	ke	ke	・・・であるということ				
12009	ke	ke	・・・であるということ				
12010	ke	ke	・・・であるということ				
12010	ke	ke	・・・であるということ				
12011	ke	ke	・・・であるということ				
12011	ke	ke	・・・であるということ				
12014	ke	ke	・・・であるということ				
12015	ke	ke	・・・であるということ				
12019	ke	ke	・・・であるということ				
13005	ke	ke	・・・であるということ				
13007	ke	ke	・・・であるということ				
13008	ke	ke	・・・であるということ				
13008	ke	ke	・・・であるということ				
13012	ke	ke	・・・であるということ				
13015	ke	ke	・・・であるということ				
13019	ke	ke	・・・であるということ				
13021	ke	ke	・・・であるということ				
13024	ke	ke	・・・であるということ				
13025	ke	ke	・・・であるということ				
13031	ke	ke	・・・であるということ				
13036	ke	ke	・・・であるということ				
13044	ke	ke	・・・であるということ				
13061	ke	ke	・・・であるということ				
13062	ke	ke	・・・であるということ				
13063	ke	ke	・・・であるということ				
13063	ke	ke	・・・であるということ				
14014	ke	ke	・・・であるということ				
15002	ke	ke	・・・であるということ				
15003	ke	ke	・・・であるということ				
15009	ke	ke	・・・であるということ				
15019	ke	ke	・・・であるということ				
15024	ke	ke	・・・であるということ				
15027	ke	ke	・・・であるということ				
15036	ke	ke	・・・であるということ				
15037	ke	ke	・・・であるということ				
15042	ke	ke	・・・であるということ				
15045	ke	ke	・・・であるということ				
15047	ke	ke	・・・であるということ				
15047	ke	ke	・・・であるということ				
15048	ke	ke	・・・であるということ				
15049	ke	ke	・・・であるということ				
15050	ke	ke	・・・であるということ				
11013	ke	ke	・・・であるということ				
12003	ke	ke	・・・であるということ				
12012	ke	ke	・・・であるということ				
12021	ke	ke	・・・であるということ				
13009	ke	ke	・・・であるということ				
13009	ke	ke	・・・であるということ				
13018	ke	ke	・・・であるということ				
15036	ke	ke	・・・であるということ				
15048	ke	ke	・・・であるということ				
13050	ke	ke	・・・であるということ				
13050	ke	ke	・・・であるということ				
13050	ke	ke	・・・であるということ				
16012	ke	ke	・・・であるということ				
16012	ke	ke	・・・であるということ				
16013	ke	ke	・・・であるということ				
16023	ke	ke	・・・であるということ				
16044	ke	ke	・・・であるということ				
16048	ke	ke	・・・であるということ				
16051	ke	ke	・・・であるということ				
16056	ke	ke	・・・であるということ				
17009	ke	ke	・・・であるということ				
17011	ke	ke	・・・であるということ				
17011	ke	ke	・・・であるということ				
17011	ke	ke	・・・であるということ				
17015	ke	ke	・・・であるということ				
17021	ke	ke	・・・であるということ				
17022	ke	ke	・・・であるということ				
17022	ke	ke	・・・であるということ				
17024	ke	ke	・・・であるということ				
17024	ke	ke	・・・であるということ				
17026	ke	ke	・・・であるということ				
17028	ke	ke	・・・であるということ				
17029	ke	ke	・・・であるということ				
17029	ke	ke	・・・であるということ				
17035	ke	ke	・・・であるということ				
17035	ke	ke	・・・であるということ				
17039	ke	ke	・・・であるということ				
17041	ke	ke	・・・であるということ				
17043	ke	ke	・・・であるということ				
17046	ke	ke	・・・であるということ				
17047	ke	ke	・・・であるということ				
18003	ke	ke	・・・であるということ				
18005	ke	ke	・・・であるということ				
18005	ke	ke	・・・であるということ				
18010	ke	ke	・・・であるということ				
18010	ke	ke	・・・であるということ				
18019	ke	ke	・・・であるということ				
18019	ke	ke	・・・であるということ				
18028	ke	ke	・・・であるということ				
18032	ke	ke	・・・であるということ				
18033	ke	ke	・・・であるということ				
18037	ke	ke	・・・であるということ				
18039	ke	ke	・・・であるということ				
18048	ke	ke	・・・であるということ				
18052	ke	ke	・・・であるということ				
18054	ke	ke	・・・であるということ				
19006	ke	ke	・・・であるということ				
19008	ke	ke	・・・であるということ				
20002	ke	ke	・・・であるということ				
20003	ke	ke	・・・であるということ				
20005	ke	ke	・・・であるということ				
20006	ke	ke	・・・であるということ				
20011	ke	ke	・・・であるということ				
20015	ke	ke	・・・であるということ				
20026	ke	ke	・・・であるということ				
20027	ke	ke	・・・であるということ				
20029	ke	ke	・・・であるということ				
20029	ke	ke	・・・であるということ				
20035	ke	ke	・・・であるということ				
20037	ke	ke	・・・であるということ				
16043	ke	ke	・・・であるということ				
17007	ke	ke	・・・であるということ				
17031	ke	ke	・・・であるということ				
17032	ke	ke	・・・であるということ				
17040	ke	ke	・・・であるということ				
17043	ke	ke	・・・であるということ				
18007	ke	ke	・・・であるということ				
18024	ke	ke	・・・であるということ				
18027	ke	ke	・・・であるということ				
18045	ke	ke	・・・であるということ				
18045	ke	ke	・・・であるということ				
18051	ke	ke	・・・であるということ				
18051	ke	ke	・・・であるということ				
18058	ke	ke	・・・であるということ				
18058	ke	ke	・・・であるということ				
18060	ke	ke	・・・であるということ				
18061	ke	ke	・・・であるということ				
19006	ke	ke	・・・であるということ				
19006	ke	ke	・・・であるということ				
22025	ke	ke	・・・であるということ				
22032	ke	ke	・・・であるということ				
22044	ke	ke	・・・であるということ				
21005	ke	ke	・・・であるということ				
21021	ke	ke	・・・であるということ				
21040	ke	ke	・・・であるということ				
21043	ke	ke	・・・であるということ				
21047	ke	ke	・・・であるということ				
21053	ke	ke	・・・であるということ				
21069	ke	ke	・・・であるということ				
21072	ke	ke	・・・であるということ				
21075	ke	ke	・・・であるということ				
22002	ke	ke	・・・であるということ				
22016	ke	ke	・・・であるということ				
22020	ke	ke	・・・であるということ				
22021	ke	ke	・・・であるということ				
22022	ke	ke	・・・であるということ				
22022	ke	ke	・・・であるということ				
22031	ke	ke	・・・であるということ				
22037	ke	ke	・・・であるということ				
22038	ke	ke	・・・であるということ				
22044	ke	ke	・・・であるということ				
22045	ke	ke	・・・であるということ				
22054	ke	ke	・・・であるということ				
22056	ke	ke	・・・であるということ				
22057	ke	ke	・・・であるということ				
22062	ke	ke	・・・であるということ				
22064	ke	ke	・・・であるということ				
