27055	انشاءلله	الهاء	おお神よ！				
12015	در	در	…の中に				
13005	در	در	…の中に				
13007	در	در	…の中に				
13025	در	در	…の中に				
15016	در	در	…の中に				
15034	در	در	…の中に				
16022	در	در	…の中に				
16028	در	در	…の中に				
16033	در	در	…の中に				
16056	در	در	…の中に				
17017	در	در	…の中に				
17021	در	در	…の中に				
17026	در	در	…の中に				
17030	در	در	…の中に				
17035	در	در	…の中に				
17037	در	در	…の中に				
17041	در	در	…の中に				
17041	در	در	…の中に				
17044	در	در	…の中に				
17048	در	در	…の中に				
18001	در	در	…の中に				
18005	در	در	…の中に				
18052	در	در	…の中に				
19001	در	در	…の中に				
16027	در	در	…の中に				
17040	در	در	…の中に				
17040	در	در	…の中に				
17043	در	در	…の中に				
21023	در	در	…の中に				
21027	در	در	…の中に				
21033	در	در	…の中に				
21042	در	در	…の中に				
21043	در	در	…の中に				
21049	در	در	…の中に				
21018	در	در	…の中に				
21026	در	در	…の中に				
21053	در	در	…の中に				
22019	در	در	…の中に				
21047	در	در	…の中に				
21067	در	در	…の中に				
22017	در	در	…の中に				
22062	در	در	…の中に				
22079	در	در	…の中に				
21041	در	در	…の中に				
22087	در	در	…の中に				
24019	در	در	…の中に				
26020	در	در	…の中に				
26035	در	در	…の中に				
27045	در	در	…の中に				
27053	در	در	…の中に				
28026	در	در	…の中に				
28041	در	در	…の中に				
28070	در	در	…の中に				
28081	در	در	…の中に				
27048	در	در	…の中に				
28011	در	در	…の中に				
27033	در	در	…の中に				
28006	در	در	…の中に				
29011	در	در	…の中に				
29026	در	در	…の中に				
14011	در	در	外へ				
13009	در	در	外へ				
13032	را	را	・・・を				
11012	ر	را	・・・を				
12004	رو	را	・・・を				
12008	رو	را	・・・を				
12008	رو	را	・・・を				
13014	رِ	را	・・・を				
13028	را	را	・・・を				
13029	رِ	را	・・・を				
13030	رِ	را	・・・を				
13030	رِ	را	・・・を				
13041	رِ	را	・・・を				
13041	رِ	را	・・・を				
13044	رِ	را	・・・を				
13059	رِ	را	・・・を				
13063	ر	را	・・・を				
13065	رِ	را	・・・を				
14004	و	را	・・・を				
14007	را	را	・・・を				
14012	و	را	・・・を				
14016	رو	را	・・・を				
15013	و	را	・・・を				
15014	رو	را	・・・を				
15020	رو	را	・・・を				
15034	رو	را	・・・を				
15050	رو	را	・・・を				
15050	رو	را	・・・を				
12015	رو	را	・・・を				
13011	رو	را	・・・を				
13041	رِ	را	・・・を				
12005	رو	را	・・・を				
13050	رِ	را	・・・を				
15018	رو	را	・・・を				
15044	رو	را	・・・を				
16011	ر	را	・・・を				
16012	و	را	・・・を				
16018	ر	را	・・・を				
16018	رو	را	・・・を				
16018	رو	را	・・・を				
16033	ر	را	・・・を				
16040	و	را	・・・を				
16042	رو	را	・・・を				
16048	رو	را	・・・を				
17010	ر	را	・・・を				
17011	رو	را	・・・を				
17020	ر	را	・・・を				
17021	و	را	・・・を				
17022	و	را	・・・を				
17023	رو	را	・・・を				
17035	و	را	・・・を				
17035	رو	را	・・・を				
17035	رو	را	・・・を				
17036	رو	را	・・・を				
17037	را	را	・・・を				
17041	و	را	・・・を				
17041	و	را	・・・を				
17044	و	را	・・・を				
18003	را	را	・・・を				
18053	وا	را	・・・を				
19009	و	را	・・・を				
20006	رو	را	・・・を				
20011	رو	را	・・・を				
20026	رو	را	・・・を				
20029	رو	را	・・・を				
20032	رو	را	・・・を				
20035	ر	را	・・・を				
16055	رو	را	・・・を				
17040	و	را	・・・を				
18021	را	را	・・・を				
18043	را	را	・・・を				
20015	و	را	・・・を				
18008	را	را	・・・を				
21003	رو	را	・・・を				
21007	را	را	・・・を				
21008	را	را	・・・を				
21013	را	را	・・・を				
21019	را	را	・・・を				
21019	را	را	・・・を				
21023	را	را	・・・を				
21027	را	را	・・・を				
21030	را	را	・・・を				
21033	را	را	・・・を				
21039	را	را	・・・を				
21042	را	را	・・・を				
21042	را	را	・・・を				
21048	را	را	・・・を				
21049	را	را	・・・を				
21056	را	را	・・・を				
21058	را	را	・・・を				
21059	را	را	・・・を				
21063	را	را	・・・を				
21066	را	را	・・・を				
21068	را	را	・・・を				
21071	را	را	・・・を				
21075	را	را	・・・を				
21076	را	را	・・・を				
22006	رو	را	・・・を				
22006	رو	را	・・・を				
22025	را	را	・・・を				
22030	را	را	・・・を				
22039	رو	را	・・・を				
22055	را	را	・・・を				
22066	را	را	・・・を				
22100	رو	را	・・・を				
22100	را	را	・・・を				
22111	را	را	・・・を				
21015	را	را	・・・を				
21017	را	را	・・・を				
21025	را	را	・・・を				
21037	را	را	・・・を				
21037	رو	را	・・・を				
21038	را	را	・・・を				
21039	را	را	・・・を				
21040	را	را	・・・を				
21041	را	را	・・・を				
21043	را	را	・・・を				
21045	را	را	・・・を				
21053	را	را	・・・を				
21065	را	را	・・・を				
22016	ر	را	・・・を				
22017	را	را	・・・を				
22023	رو	را	・・・を				
22024	ر	را	・・・を				
22066	را	را	・・・を				
22079	رو	را	・・・を				
22093	رو	را	・・・を				
22122	رو	را	・・・を				
22133	و	را	・・・を				
22154	ر	را	・・・を				
21014	را	را	・・・を				
21047	رو	را	・・・を				
21067	را	را	・・・を				
22014	و	را	・・・を				
22027	را	را	・・・を				
22038	را	را	・・・を				
22087	ر	را	・・・を				
22158	رو	را	・・・を				
21069	را	را	・・・を				
21073	را	را	・・・を				
23011	و	را	・・・を				
23012	رو	را	・・・を				
23019	و	را	・・・を				
23021	و	را	・・・を				
23023	و	را	・・・を				
23024	و	را	・・・を				
23032	رو	را	・・・を				
23035	و	را	・・・を				
23037	و	را	・・・を				
23039	و	را	・・・を				
23042	رو	را	・・・を				
23046	و	را	・・・を				
23051	رو	را	・・・を				
23051	و	را	・・・を				
23051	و	را	・・・を				
23053	رو	را	・・・を				
23053	و	را	・・・を				
23053	و	را	・・・を				
23054	و	را	・・・を				
24006	رو	را	・・・を				
24010	رو	را	・・・を				
24011	رو	را	・・・を				
24011	و	را	・・・を				
24011	و	را	・・・を				
24014	ر	را	・・・を				
24014	رو	را	・・・を				
23005	را	را	・・・を				
23017	را	را	・・・を				
23020	و	را	・・・を				
23025	و	را	・・・を				
23028	رو	را	・・・を				
23030	رو	را	・・・を				
23040	رو	را	・・・を				
23042	رو	را	・・・を				
23047	و	را	・・・を				
23052	رو	را	・・・を				
24005	رو	را	・・・を				
24013	رو	را	・・・を				
23015	را	را	・・・を				
24006	و	را	・・・を				
25009	رو	را	・・・を				
25009	و	را	・・・を				
25010	و	را	・・・を				
25017	ر	را	・・・を				
25046	وا	را	・・・を				
26006	ر	را	・・・を				
26022	ر	را	・・・を				
26024	رو	را	・・・を				
26031	رو	را	・・・を				
26035	رو	را	・・・を				
25022	را	را	・・・を				
25038	را	را	・・・を				
25044	را	را	・・・を				
26011	رو	را	・・・を				
26011	رو	را	・・・を				
26023	را	را	・・・を				
26032	ر	را	・・・を				
26009	رو	را	・・・を				
26017	ر	را	・・・を				
27003	و	را	・・・を				
27005	رو	را	・・・を				
27008	و	را	・・・を				
27010	و	را	・・・を				
27020	ر	را	・・・を				
27027	و	را	・・・を				
27030	رو	را	・・・を				
27039	و	را	・・・を				
27040	رو	را	・・・を				
27045	رو	را	・・・を				
27046	را	را	・・・を				
27046	را	را	・・・を				
27049	و	را	・・・を				
27051	رو	را	・・・を				
27053	رو	را	・・・を				
27054	را	را	・・・を				
27054	و	را	・・・を				
27054	و	را	・・・を				
28022	رو	را	・・・を				
28048	ر	را	・・・を				
28072	را	را	・・・を				
28085	ر	را	・・・を				
28091	ر	را	・・・を				
28093	ر	را	・・・を				
28096	ر	را	・・・を				
27004	و	را	・・・を				
27015	و	را	・・・を				
27025	و	را	・・・を				
27047	رو	را	・・・を				
27050	رو	را	・・・を				
28011	رو	را	・・・を				
28011	ر	را	・・・を				
