163020	 سرکونشو 	سر	頭	 کون 	未決	او	三人称単数人称代名詞（彼、彼女）	را	・・・を
76003	 شبم 	شب	夜	هم	・・もまた				
162002	 گوگوشم 	بودن	・・・である	گوگوش	１９６０年～７０年代に一世を風靡したイランの女性歌手				
110025	 شمان 	بودن	・・・である	شما	あなた				
78001	 براتون 	برای	・・・のために	شما	あなた				
94047	 براتون 	برای	・・・のために	شما	あなた				
96105	 براتون 	برای	・・・のために	شما	あなた				
172001	 پستون 	پس	そこで	شما	あなた				
101004	 خونوادتون 	خانواده	家族	شما	あなた				
194003	 اذیت تون 	اذیت	苦痛	شما	あなた				
83007	 اربابتون 	ارباب	主人	شما	あなた				
102031	 دستتم 	دست	手	شما	あなた				
119001	 حضورتون 	حضور	出席	شما	あなた				
96105	 کمکتون 	کمک	助け	شما	あなた				
80002	 گیرتون 	گیر	捕えること	شما	あなた				
110027	 دخترتون 	دختر	娘	شما	あなた				
85020	 شعورتون 	شعور	理解力	شما	あなた				
184009	 همراهتون 	همراه	旅の仲間（連れ）	شما	あなた				
112045	 ارسطورو 	را	・・・を	ارسطو	アリストテレス				
79027	 پیداش 	پیدا	見える	آن1	あれ				
120008	 ریش های 	ریش	あごひげ	ها	おや！				
120027	 آدم های 	آدم	アダム	ها	おや！				
124004	 آدمها 	آدم	アダム	ها	おや！				
78002	 ایرانیانی 	ایرانی	イランの	ها	おや！				
120020	 ایرانیها 	ایرانی	イランの	ها	おや！				
120020	 ایرانیها 	ایرانی	イランの	ها	おや！				
77009	 طوطیان 	طوطی	おうむ	ها	おや！				
77008	 طوطیان 	طوطی	おうむ	ها	おや！				
124009	 دیگ های 	دیگ	かま	ها	おや！				
124013	 دیگا 	دیگ	かま	ها	おや！				
75024	 سمورا 	سمور	くろてん	ها	おや！				
124004	 اینجا های 	اینجا	ここ（に）	ها	おや！				
79013	 این ها 	این	この	ها	おや！				
97009	 اینها 	این	この	ها	おや！				
99016	 اینها 	این	この	ها	おや！				
79006	 ها این 	این	この	ها	おや！				
119011	 چیز هایی 	چیز	もの	ها	おや！				
119017	 چیز هایی 	چیز	もの	ها	おや！				
120033	 تیکه های 	تیکه	一片	ها	おや！				
89022	 میوه های 	میوه	果物	ها	おや！				
128010	 مدت ها 	مدت	期間	ها	おや！				
128015	 مدت ها 	مدت	期間	ها	おや！				
128007	 مدت ها 	مدت	期間	ها	おや！				
79002	 گاو های 	گاو	牛	ها	おや！				
75035	 گدایان 	گدا	乞食	ها	おや！				
123017	 شنا 	شن	砂	ها	おや！				
116002	 کوه ها 	کوه	山	ها	おや！				
128016	 بچه ها 	بچه	子供	ها	おや！				
128016	 بچه ها 	بچه	子供	ها	おや！				
77001	 روزگاران 	روزگار	時	ها	おや！				
99015	 دستهای 	دست	手	ها	おや！				
120011	 زن ها 	زن	女性	ها	おや！				
79030	 محل ها 	محل1	場所	ها	おや！				
78012	 گیاهان 	گیاه	植物	ها	おや！				
75024	 غذاها 	غذا	食事	ها	おや！				
89033	 انسان ها 	انسان	人間	ها	おや！				
79033	 جاندارا 	جاندار	生物	ها	おや！				
120002	 قدیما 	قدیم	昔の	ها	おや！				
118001	 روستا های 	روستا	村	ها	おや！				
119007	 کاروانسرا های 	کاروانسرا	隊商宿	ها	おや！				
75012	 وزیرا 	وزیر	大臣	ها	おや！				
75012	 وزیرا 	وزیر	大臣	ها	おや！				
76003	 مردا 	مرد	男	ها	おや！				
134006	 بنده های 	بنده	奴隷	ها	おや！				
119004	 روز ها 	روز	日	ها	おや！				
77005	 روزها 	روز	日	ها	おや！				
118006	 روزها 	روز	日	ها	おや！				
134002	 گربه های 	گربه	猫	ها	おや！				
122001	 سال های 	سال	年	ها	おや！				
73007	 سال هایی 	سال	年	ها	おや！				
120009	 برنامه ها 	برنامه	番組	ها	おや！				
120024	 خانم های 	خانم	婦人	ها	おや！				
79044	 قصه های 	قصه	物語	ها	おや！				
130012	 داستانا 	داستان	物語	ها	おや！				
123019	 جن ها 	جن	魔神	ها	おや！				
120027	 جنای 	جن	魔神	ها	おや！				
122004	 جنها 	جن	魔神	ها	おや！				
122004	 جنها 	جن	魔神	ها	おや！				
78012	 درخت ها 	درخت	木	ها	おや！				
120005	 شب ها 	شب	夜	ها	おや！				
118001	 دوستان 	دوست	友人	ها	おや！				
123001	 دوستان 	دوست	友人	ها	おや！				
119006	 مسافران 	مسافر	旅行者	ها	おや！				
127001	 همسایه ها 	همسایه	隣人	ها	おや！				
77008	 ازت 	از	（場所）・・・から	تو1	お前				
96134	 بهت 	به1	・・・に	تو1	お前				
96045	 بهت 	به1	・・・に	تو1	お前				
96083	 بهت 	به1	・・・に	تو1	お前				
102005	 بهت 	به1	・・・に	تو1	お前				
102005	 بهت 	به1	・・・に	تو1	お前				
102005	 بهت 	به1	・・・に	تو1	お前				
128016	 بهت 	به1	・・・に	تو1	お前				
150023	 بهت 	به1	・・・に	تو1	お前				
150023	 بهت 	به1	・・・に	تو1	お前				
77007	 برات 	برای	・・・のために	تو1	お前				
92033	 برات 	برای	・・・のために	تو1	お前				
95022	 برات 	برای	・・・のために	تو1	お前				
139028	 برات 	برای	・・・のために	تو1	お前				
166007	 برایت 	برای	・・・のために	تو1	お前				
166012	 برایت 	برای	・・・のために	تو1	お前				
178005	 ورت 	برای	・・・のために	تو1	お前				
88015	 بابات 	بابا	おとうちゃん	تو1	お前				
164001	 بابات 	بابا	おとうちゃん	تو1	お前				
164002	 بابات 	بابا	おとうちゃん	تو1	お前				
164003	 بابات 	بابا	おとうちゃん	تو1	お前				
164003	 بابات 	بابا	おとうちゃん	تو1	お前				
123014	 جیبت 	جیب	ポケット	تو1	お前				
180003	 چیزیت 	چیز	もの	تو1	お前				
166005	 طالعت 	طالع	運	تو1	お前				
79007	 خونت 	خانه	家	تو1	お前				
89027	 خونت 	خانه	家	تو1	お前				
89027	 خونت 	خانه	家	تو1	お前				
148012	 خونت 	خانه	家	تو1	お前				
148012	 خونت 	خانه	家	تو1	お前				
106006	 کشکت 	کشک	乾燥乳漿	تو1	お前				
130007	 گیسات 	گیس	巻き髪	تو1	お前				
79006	 صورتت 	صورت	顔	تو1	お前				
87049	 نازت 	ناز	気取り	تو1	お前				
178005	 اذیتت 	اذیت	苦痛	تو1	お前				
96113	 ببینمت 	دیدن	見る	تو1	お前				
139035	 میبینیمت 	دیدن	見る	تو1	お前				
90016	 میکشمت 	کشتن	殺す	تو1	お前				
90020	 میکشمت 	کشتن	殺す	تو1	お前				
91031	 میکشمت 	کشتن	殺す	تو1	お前				
131010	 نکشنت 	کشتن	殺す	تو1	お前				
90001	 کارت 	کار	仕事	تو1	お前				
91010	 کارت 	کار	仕事	تو1	お前				
94042	 کارت 	کار	仕事	تو1	お前				
102010	 کارت 	کار	仕事	تو1	お前				
188001	 انگشتریت 	انگشتری	指輪	تو1	お前				
123015	 خودت 	خود	自身	تو1	お前				
123019	 خودت 	خود	自身	تو1	お前				
129010	 خودت 	خود	自身	تو1	お前				
139036	 خودت 	خود	自身	تو1	お前				
170001	 خودت 	خود	自身	تو1	お前				
94040	 خودته 	خود	自身	تو1	お前				
87052	 دستت 	دست	手	تو1	お前				
102056	 دستت 	دست	手	تو1	お前				
102058	 دستت 	دست	手	تو1	お前				
129009	 دستت 	دست	手	تو1	お前				
178005	 دستت 	دست	手	تو1	お前				
102060	 دستتو 	دست	手	تو1	お前				
87054	 گردنت 	گردن	首	تو1	お前				
102024	 گردنبندت 	گردن بند	首飾り	تو1	お前				
141002	 کمکت 	کمک	助け	تو1	お前				
141002	 کمکت 	کمک	助け	تو1	お前				
166009	 رختخوابت 	رختخواب	寝具	تو1	お前				
163018	 آقات 	آقا	紳士	تو1	お前				
163019	 آقات 	آقا	紳士	تو1	お前				
131011	 عمرت 	عمر2	生命	تو1	お前				
163018	 پیشت 	پیش	前へ	تو1	お前				
163018	 پیشت 	پیش	前へ	تو1	お前				
163019	 پیشت 	پیش	前へ	تو1	お前				
163019	 پیشت 	پیش	前へ	تو1	お前				
139034	 پهلوت 	پهلو	側	تو1	お前				
83024	 میزنمت 	زدن	打つ	تو1	お前				
141003	 مشکتو 	مشک1	大きい羊の皮袋	تو1	お前				
141003	 مشکتو 	مشک1	大きい羊の皮袋	تو1	お前				
84015	 سرت 	سر	頭	تو1	お前				
112061	 سرت 	سر	頭	تو1	お前				
166005	 سرت 	سر	頭	تو1	お前				
166006	 غمت 	غم	悲しみ	تو1	お前				
91027	 شوهرت 	شوهر	夫	تو1	お前				
87050	 خانمت 	خانم	婦人	تو1	お前				
129010	 خانمت 	خانم	婦人	تو1	お前				
91021	 پدرت 	پدر	父	تو1	お前				
73003	 پدرتو 	پدر	父	تو1	お前				
73002	 پدرتو 	پدر	父	تو1	お前				
79034	 خیرتون 	خیر1	福祉	تو1	お前				
79040	 خیرتونه 	خیر1	福祉	تو1	お前				
94042	 گیرت 	گیر	捕えること	تو1	お前				
95015	 گیرت 	گیر	捕えること	تو1	お前				
88015	 نه نه ته 	 نهنه 	未決	تو1	お前				
96134	 خوابت 	خواب	眠り	تو1	お前				
91049	 دخترت 	دختر	娘	تو1	お前				
92023	 دادانت 	دادن	与える	تو1	お前				
75003	 ازین 	از	（場所）・・・から	این	この				
96105	 بدین 	به1	・・・に	این	この				
92045	 واین 	و	そして	این	この				
139001	 همپاشینا 	دوست	友人	این	この				
102060	 اینام 	هم	・・もまた	اینها	これらのもの（こと）				
82010	 بخورش 	به1	・・・に	خورش	シチュー料理				
97009	 کردنو 	کردن	（あることを）する	و	そして				
93020	 میکننو 	کردن	（あることを）する	و	そして				
96094	 اونو 	آن1	あれ	و	そして				
82025	 اینو 	این	この	و	そして				
82025	 اینو 	این	この	و	そして				
90025	 اینو 	این	この	و	そして				
94050	 اینو 	این	この	و	そして				
95029	 اینو 	این	この	و	そして				
102040	 اینو 	این	この	و	そして				
120024	 اینو 	این	この	و	そして				
123014	 اینو 	این	この	و	そして				
128016	 اینو 	این	この	و	そして				
149005	 اینو 	این	この	و	そして				
149005	 اینو 	این	この	و	そして				
178004	 اینو 	این	この	و	そして				
123005	 دورو 	دور	遠い	و	そして				
126013	 بیرونو 	بیرون	外で	و	そして				
82032	 منو 	من	私	و	そして				
82022	 منو 	من	私	و	そして				
86035	 منو 	من	私	و	そして				
96079	 منو 	من	私	و	そして				
96172	 منو 	من	私	و	そして				
