34025	 دوتاش 	او	三人称単数人称代名詞（彼、彼女）	تا	・・・個pos_num:sp_	دو	2
50041	 شترا 	ها	名詞複数形語尾	شتر	らくだ		
32064	 قاطرو 	و	そして	قاطر	らば		
50006	 سیبُ 	را	・・・を	سیب	りんご		
54013	 خرو 	را	・・・を	خر	ろば		
54016	 خرتو 	تو	お前	خر	ろば		
54010	 خرامون 	ما	私たち	خر	ろば		
50053	 وایساد 	ایستادن	立つ	وا	بازと同義		
53034	 وردار 	داشتن	持つ	ور	بر7		
53046	 آیفلان 	فلان	これこれの	آی	بیا		
66027	 کیه 	بودن	・・・である	کی	که（だれ）の口語形		
66028	 کیه 	بودن	・・・である	کی	که（だれ）の口語形		
66030	 کیه 	بودن	・・・である	کی	که（だれ）の口語形		
59070	 کیه 	بودن	・・・である	کی	که（だれ）の口語形		
44012	 بیچاره ام 	بودن	・・・である	بیچاره	哀れな		
44021	 بیچاره ام 	بودن	・・・である	بیچاره	哀れな		
43018	 ستمگرش 	او	三人称単数人称代名詞（彼、彼女）	ستمگری	圧制		
35008	 خواستت 	تو	お前	خواست	意志		
53003	 معنای 	معنا		معنی	意味		
33006	 وصیّتو 	را	・・・を	وصیت	遺言		
40026	 پزشکا 	ها	名詞複数形語尾	پزشک	医者		
35009	 یکیش 	او	あれ、それ	یکی	一つ		
35009	 یکیش 	او	あれ、それ	یکی	一つ		
41003	 یكیشون 	آنها	彼ら	یکی	一つ		
56008	 یکی شون 	آنها	彼ら	یکی	一つ		
41049	 راستش 	او	三人称単数人称代名詞（彼、彼女）	راست	右の		
31010	 بختم 	 存在_	بودن	بخت	運		
32038	 بختیم 	ما		بخت	運		
59078	 نقلشون 	آنها	彼ら	نقل	運搬		
45010	 سرنوشتم 	بودن	・・・である	سرنوشت	運命		
63043	 سرنوشتش 	او	三人称単数人称代名詞（彼、彼女）	سرنوشت	運命		
36045	 پهلوانه 	بودن	・・・である	پهلوان	英雄		
36008	 پهلوانه 	بودن	・・・である	پهلوان	英雄		
36031	 پهلوانیه 	بودن	・・・である	پهلوان	英雄		
36024	 پهلوانم 	هم	・・もまた	پهلوان	英雄		
57023	 دوره 	بودن	・・・である	دور	遠い		
59007	 دورش 	او	三人称単数人称代名詞（彼、彼女）	دور	遠い		
67028	 دورش 	او	三人称単数人称代名詞（彼、彼女）	دور	遠い		
59008	 نمکمون 	ما	私たち	نمک	塩		
59027	 کتکش 	او	三人称単数人称代名詞（彼、彼女）	کتک	殴打		
59055	 کتکش 	او	三人称単数人称代名詞（彼、彼女）	کتک	殴打		
59068	 کتکش 	او	三人称単数人称代名詞（彼、彼女）	کتک	殴打		
59071	 کتکش 	او	三人称単数人称代名詞（彼、彼女）	کتک	殴打		
59083	 کتکش 	او	三人称単数人称代名詞（彼、彼女）	کتک	殴打		
59043	 کتکم 	من	私	کتک	殴打		
59043	 کتکم 	من	私	کتک	殴打		
46049	 پادشایم 	بودن	・・・である	پادشاه	王		
31014	 شاهم 	 存在_	بودن	شاه	王		
31008	 شاهه 	بودن		شاه	王		
36009	 صداش 	او	三人称単数人称代名詞（彼、彼女）	صدا	音		
36026	 صداش 	او	三人称単数人称代名詞（彼、彼女）	صدا	音		
53027	 صداش 	او	三人称単数人称代名詞（彼、彼女）	صدا	音		
39015	 پایینش 	او	あれ、それ	پایین	下に		
31053	 خونش 	 他称-単数-男-_	او	خانه	家		
31028	 خونت 	 対称-単数-_	تو1	خانه	家		
32065	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
43022	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
44044	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
44044	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
48026	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
56013	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
63044	 خونش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
56020	 خونه اش 	او	三人称単数人称代名詞（彼、彼女）	خانه	家		
40018	 خونشون 	آنها	彼ら	خانه	家		
50004	 خونشون 	آنها	彼ら	خانه	家		
50004	 خونشون 	آنها	彼ら	خانه	家		
55002	 خونشون 	آنها	彼ら	خانه	家		
56013	 خونشون 	آنها	彼ら	خانه	家		
58004	 خونشون 	آنها	彼ら	خانه	家		
37023	 خونه ها شون 	آنها	彼ら	خانه	家		
32050	 خونمون 	ما		خانه	家		
63011	 دارش 	او	三人称単数人称代名詞（彼、彼女）	دار	家		
57005	 منزلشو 	او	三人称単数人称代名詞（彼、彼女）	منزل	家		
49009	 خونوادم 	من	私	خانواده	家族		
53064	 میوش 	او	三人称単数人称代名詞（彼、彼女）	میوه	果物		
53068	 میوش 	او	三人称単数人称代名詞（彼、彼女）	میوه	果物		
34060	 گلم 	هم	・・もまた	گل	花		
53073	 باراتون 	شما	あなた	بار	荷		
54013	 بارشو 	او	三人称単数人称代名詞（彼、彼女）	بار	荷		
50044	 باراشونه 	آنها	彼ら	بار	荷		
45014	 میگردوننش 	او	三人称単数人称代名詞（彼、彼女）	گرداندن	回す		
44074	 بازم 	هم	・・もまた	باز	開いた		
42012	 بیرونش 	او	三人称単数人称代名詞（彼、彼女）	بیرون	外で		
62012	 بیرونش 	او	三人称単数人称代名詞（彼、彼女）	بیرون	外で		
62024	 بیرونش 	او	三人称単数人称代名詞（彼、彼女）	بیرون	外で		
62029	 بیرونش 	او	三人称単数人称代名詞（彼、彼女）	بیرون	外で		
43027	 مشخص 	بودن	・・・である	مشخص	確定された		
41023	 خشكشه 	او	三人称単数人称代名詞（彼、彼女）	خشک	乾いた		
38022	 درست 	درست		属性(物)_物性	完全		
50011	 حواسش 	او	三人称単数人称代名詞（彼、彼女）	حواس	感覚		
53025	 حواسش 	او	三人称単数人称代名詞（彼、彼女）	حواس	感覚		
53005	 حواسشون 	آنها	彼ら	حواس	感覚		
59010	 سادهم 	هم	・・もまた	ساده	簡単な		
40021	 علاقمند 	علاقمند		علاقه مند	関心がある		
44054	 علاقمند 	علاقمند		علاقه مند	関心がある		
35002	 خواهونش 	او	三人称単数人称代名詞（彼、彼女）	خواهش	願い		
32037	 امیدوارم 	بودن		امیدوار	希望（期待）する		
49034	 یادت 	تو	お前	یاد	記憶		
49037	 یادت 	تو	お前	یاد	記憶		
59012	 یادت 	تو	お前	یاد	記憶		
59040	 یادش 	او	三人称単数人称代名詞（彼、彼女）	یاد	記憶		
59050	 یادش 	او	三人称単数人称代名詞（彼、彼女）	یاد	記憶		
58012	 یادش 	او	三人称単数人称代名詞（彼、彼女）	یاد	記憶		
58021	 یادش 	او	三人称単数人称代名詞（彼、彼女）	یاد	記憶		
58028	 یادش 	او	三人称単数人称代名詞（彼、彼女）	یاد	記憶		
58036	 یادش 	او	三人称単数人称代名詞（彼、彼女）	یاد	記憶		
34052	 یادم 	من	私	یاد	記憶		
57036	 یادم 	من	私	یاد	記憶		
59074	 یادم 	من	私	یاد	記憶		
33008	 موظفند 	بودن	・・・である	موظف	義務がある		
52006	 مهموناش 	او	三人称単数人称代名詞（彼、彼女）	مهمان	客		
41005	 کمانم 	هم	・・もまた	كمان	弓		
35002	 خواسگارش 	او	三人称単数人称代名詞（彼、彼女）	خواستگار	求婚者		
38011	 گولّش 	او	あれ、それ	گلوله	球形のもの		
65005	 گاوها 	ها	名詞複数形語尾	گاو	牛		
65006	 گاوها 	ها	名詞複数形語尾	گاو	牛		
53031	 دادم 	من	私	داد	叫び		
53051	 دادم 	من	私	داد	叫び		
36029	 ترسش 	او	三人称単数人称代名詞（彼、彼女）	ترس	恐れ		
58056	 دولاشو 	شدن	・・・になる	دولا	曲がった		
56013	 یخه ام 	من	私	یقه	襟		
47021	 یخه 	یخه		یقه	襟		
56012	 یخه 	یخه		یقه	襟		
56013	 یخه 	یخه		یقه	襟		
44064	 طلاست 	بودن	・・・である	طلا	金		
49029	 طلاش 	او	三人称単数人称代名詞（彼、彼女）	طلا	金		
44062	 طل ها 	ها	名詞複数形語尾	طلا	金		
44041	 طلا ها 	ها	名詞複数形語尾	طلا	金		
44063	 طلا ها 	ها	名詞複数形語尾	طلا	金		
44064	 طلا ها 	ها	名詞複数形語尾	طلا	金		
53061	 پوله 	بودن	・・・である	پول	金銭		
53061	 پوله 	بودن	・・・である	پول	金銭		
53064	 پوله 	بودن	・・・である	پول	金銭		
53068	 پوله 	بودن	・・・である	پول	金銭		
53079	 پولارو 	را	・・・を	پول	金銭		
61007	 پولت 	تو	お前	پول	金銭		
37017	 پولش 	او	三人称単数人称代名詞（彼、彼女）	پول	金銭		
55005	 پولش 	او	三人称単数人称代名詞（彼、彼女）	پول	金銭		
62027	 پولش 	او	三人称単数人称代名詞（彼、彼女）	پول	金銭		
53082	 پولاشو 	آنها	彼ら	پول	金銭		
47004	 خالی 	خالی	空の				
47014	 خالی 	خالی	空の				
47023	 خالی 	خالی	空の				
50044	 خالی 	خالی	空の				
50044	 خالی 	خالی	空の				
71016	 گشنمه 	بودن	・・・である	گرسنه	空腹の		
71014	 گشنت 	تو	お前	گرسنه	空腹の		
71002	 گشنش 	او	三人称単数人称代名詞（彼、彼女）	گرسنه	空腹の		
71003	 گشنمه 	او	三人称単数人称代名詞（彼、彼女）	گرسنه	空腹の		
53082	 گشنه 	گشنه		گرسنه	空腹の		
56003	 گشنه 	گشنه		گرسنه	空腹の		
71014	 گشنه 	گشنه		گرسنه	空腹の		
49014	 کفشا 	ها	名詞複数形語尾	کفش	靴		
50033	 تکراریم 	هم	・・もまた	تکراری	繰返しの		
63038	 مجازاتش 	او	三人称単数人称代名詞（彼、彼女）	مجازات	刑罰		
43009	 برادرش 	او	三人称単数人称代名詞（彼、彼女）	برادر	兄弟		
43037	 برادرش 	او	三人称単数人称代名詞（彼、彼女）	برادر	兄弟		
43039	 برادرش 	او	三人称単数人称代名詞（彼、彼女）	برادر	兄弟		
43036	 برادر ها 	ها	名詞複数形語尾	برادر	兄弟		
43030	 برادرا 	ها	名詞複数形語尾	برادر	兄弟		
43004	 برادر زاده هایش 	او	三人称単数人称代名詞（彼、彼女）	برادرزاده	兄弟の息子または娘		
43019	 برادرزادهاش 	او	三人称単数人称代名詞（彼、彼女）	برادرزاده	兄弟の息子または娘		
31052	 چالش 	او	三人称単数人称代名詞（彼、彼女）	چال	穴		
31030	 چالش 	او	三人称単数人称代名詞（彼、彼女）	چال	穴		
33018	 خونِجگر 	جگر	肝臓	خون	血		
63035	 سگاها 	ها	名詞複数形語尾	سگ	犬		
63037	 سگای 	ها	名詞複数形語尾	سگ	犬		
41019	 دوشش 	او	三人称単数人称代名詞（彼、彼女）	دوش	肩		
34029	 دیدنو 	و	そして	دیدن	見る		
34029	 دیدنو 	و	そして	دیدن	見る		
41021	 دیدنو 	و	そして	دیدن	見る		
46044	 ببینم 	من	私	دیدن	見る		
59024	 نگاشون 	آنها	彼ら	نگاه	見ること		
59040	 نگاهشون 	آنها	彼ら	نگاه	見ること		
54014	 حالیکه 	که	・・・であるということ	حالی	現在		
47030	 حالیش 	او	三人称単数人称代名詞（彼、彼女）	حالی	現在		
47030	 حالیش 	او	三人称単数人称代名詞（彼、彼女）	حالی	現在		
47031	 حالیش 	او	三人称単数人称代名詞（彼、彼女）	حالی	現在		
47032	 حالیش 	او	三人称単数人称代名詞（彼、彼女）	حالی	現在		
47047	 حالیش 	او	三人称単数人称代名詞（彼、彼女）	حالی	現在		
57050	 حالیمون 	ما	私たち	حالی	現在		
45023	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
52008	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
37031	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
37036	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
52007	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
58004	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
58008	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
58022	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
61006	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
64012	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
64013	 گفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
37052	 میگفتش 	او	三人称単数人称代名詞（彼、彼女）	گفتن	言う		
31050	 حرفش 	او	三人称単数人称代名詞（彼、彼女）	حرف	言葉		
